device_id,gender,age,group,phone_brand,device_model,app_install,app_active,events_holi_day,events_holi_night,events_work_day,events_work_night,categories_total,education,entertainment,finance,game,health,life,news,shopping,social,tools,travel,brand_factor
-9217193238265898015,0,33,M32-38,vivo,Y923,1,0,0.0,0.0,0.0,1.0,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,5
-9212412905070443687,0,33,M32-38,魅族,魅蓝2,1,0,0.05555555555555555,0.3333333333333333,0.1111111111111111,0.5,54,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,46
-9201434269962947628,0,35,M32-38,小米,MI 2S,1,0,0.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,21,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
-9198513807097378193,0,22,M22-,酷派,F2,1,0,0.0,0.3333333333333333,0.6666666666666666,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42
-9192503757087427819,0,41,M39+,乐视,超级手机1,1,0,0.19047619047619047,0.2857142857142857,0.5238095238095238,0.0,63,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,10
-9185115130004278864,0,29,M29-31,华为,荣耀6,1,1,0.2,0.12727272727272726,0.5454545454545454,0.12727272727272726,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14
-9184179133460531226,1,20,F23-,OPPO,R7,2,0,0.07692307692307693,0.3076923076923077,0.23076923076923078,0.38461538461538464,195,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,2
-9170266620213363189,0,50,M39+,华为,Mate 7,1,0,0.19607843137254902,0.23529411764705882,0.29411764705882354,0.27450980392156865,561,0.0,0.0,0.7272727272727273,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,14
-9158402583451458911,0,23,M23-26,华硕,ZenFone Max,1,0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15
-9151932079029728088,0,20,M22-,三星,Galaxy S6 Edge,1,0,0.1,0.15,0.55,0.2,60,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,7
-9151380756297883441,0,23,M23-26,小米,红米note,1,0,0.0,0.0,0.5,0.5,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
-9142943697566922084,0,38,M32-38,华为,荣耀3X畅玩版,2,2,0.10526315789473684,0.05263157894736842,0.47368421052631576,0.3684210526315789,55,0.0,0.0,0.32727272727272727,0.6545454545454545,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,14
-9140293699412993860,0,38,M32-38,三星,Galaxy Core Max,1,1,0.2,0.6,0.0,0.2,70,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,7
-9135068837991621094,0,23,M23-26,OPPO,R7,1,0,1.0,0.0,0.0,0.0,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-9124141452628560252,0,20,M22-,唯米,P9,1,0,0.18181818181818182,0.5454545454545454,0.09090909090909091,0.18181818181818182,44,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
-9122745692722607839,0,36,M32-38,华为,荣耀6,1,0,0.2857142857142857,0.14285714285714285,0.4642857142857143,0.10714285714285714,392,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,14
-9118749350345620696,0,47,M39+,华为,荣耀畅玩4X,1,1,0.12903225806451613,0.3548387096774194,0.22580645161290322,0.2903225806451613,62,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,14
-9111055107595314923,1,23,F23-,华为,Ascend G700T,1,1,0.0,0.0,0.0,1.0,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,14
-9105987440015885683,0,30,M29-31,酷派,大神Note3,1,1,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,63,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,42
-9104016315232997329,0,45,M39+,联想,乐檬K3 Note,1,0,0.5,0.0,0.3333333333333333,0.16666666666666666,84,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,35
-9101460140912890974,1,29,F29-32,三星,Galaxy Note 3,1,1,0.25,0.18181818181818182,0.38636363636363635,0.18181818181818182,132,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,7
-9099079396602537376,0,27,M27-28,小米,小米note,1,0,0.5,0.0,0.5,0.0,6,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
-9099020198116946276,0,21,M22-,小米,小米note,2,1,0.25,0.5,0.0,0.25,17,0.0,0.0,0.23529411764705882,0.17647058823529413,0.0,0.0,0.5294117647058824,0.0,0.0,0.058823529411764705,0.0,21
-9087906272753688848,0,26,M23-26,魅族,MX3,1,0,0.2,0.0,0.2,0.6,10,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,46
-9079829975393275981,0,31,M29-31,乐视,超级手机1,1,0,0.0,0.0,0.5,0.5,6,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,10
-9073691973352277406,0,37,M32-38,三星,Galaxy Note 2,1,0,0.0,0.15,0.2,0.65,60,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,7
-9073474758218251472,0,23,M23-26,酷派,大神F2,1,0,0.125,0.125,0.375,0.375,24,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,42
-9073043421905782689,1,42,F33-42,OPPO,R7 Plus,1,1,0.24,0.16,0.44,0.16,500,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2
-9065883836262337816,0,34,M32-38,华为,荣耀畅玩5X,1,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,18,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
-9063086701555824452,1,29,F29-32,魅族,魅蓝,1,0,0.0,1.0,0.0,0.0,6,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,46
-9061302922157907929,0,44,M39+,华为,Mate 7,1,0,0.3,0.0,0.7,0.0,30,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
-9059861675441564092,1,53,F43+,小米,MI 3,1,0,0.0,0.6666666666666666,0.0,0.3333333333333333,42,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,21
-9056466099270832926,0,25,M23-26,华为,荣耀6 Plus,1,1,0.11627906976744186,0.06976744186046512,0.4418604651162791,0.37209302325581395,602,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,14
-9054457302185579257,1,55,F43+,小米,红米Note2,1,0,0.25,0.25,0.25,0.25,36,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
-9048569852472274459,0,28,M27-28,小米,小米note,1,0,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.36363636363636365,154,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,21
-9045992881782847730,0,35,M32-38,华为,Mate 8,1,0,0.0,0.25,0.75,0.0,12,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,14
-9045729280689362615,0,43,M39+,三星,Galaxy Note 2,1,0,0.4,0.0,0.4,0.2,15,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
-9043757469549686665,1,35,F33-42,中兴,G717C,1,1,0.8,0.0,0.0,0.2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
-9029031879981970389,1,28,F27-28,小米,红米2,1,0,0.25,0.0,0.0,0.75,12,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
-9027901567414334129,0,29,M29-31,小米,红米Note3,1,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,12,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
-9026837627240789411,0,21,M22-,vivo,X5SL,1,0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
-9021919762378037352,0,31,M29-31,魅族,MX5,1,0,0.2,0.12,0.52,0.16,75,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,46
-9010787460625658203,1,24,F24-26,索尼,Xperia Z1,1,0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,32
-9006255707176254660,0,25,M23-26,华为,荣耀6,1,0,0.75,0.25,0.0,0.0,56,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,14
-9006215191839323114,1,22,F23-,魅族,MX5,1,0,0.25,0.25,0.375,0.125,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46
-9002991554887640531,0,34,M32-38,小米,红米Note2,1,0,0.0,0.6666666666666666,0.3333333333333333,0.0,42,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,21
-8999530063627133171,1,28,F27-28,华为,荣耀畅玩4X,1,0,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,14
-8993231040382165910,1,34,F33-42,魅族,魅蓝metal,1,0,0.2,0.2,0.4666666666666667,0.13333333333333333,165,0.0,0.0,0.7272727272727273,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,46
-8986890143942536137,1,35,F33-42,vivo,Y27,1,0,0.0,0.5,0.0,0.5,6,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,5
-8983709377077180771,0,39,M39+,小米,MI 2,1,0,0.39473684210526316,0.13157894736842105,0.2894736842105263,0.18421052631578946,114,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,21
-8971346337343942832,0,26,M23-26,小米,红米Note3,1,0,0.3333333333333333,0.16666666666666666,0.375,0.125,48,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,21
-8965335561582270637,1,28,F27-28,vivo,Y927,1,0,0.0,1.0,0.0,0.0,14,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,5
-8949980901089614849,1,33,F33-42,OPPO,R7 Plus,1,0,0.0,0.0,0.0,1.0,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2
-8939094338585711715,0,33,M32-38,华为,Mate 7,1,0,0.0,0.0,0.0,1.0,5,0.0,0.0,0.2,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,14
-8933522486089290000,0,41,M39+,魅族,MX4,1,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
-8926211772892695918,1,29,F29-32,华为,荣耀7,2,0,0.31451612903225806,0.12903225806451613,0.3225806451612903,0.23387096774193547,693,0.0,0.3088023088023088,0.17893217893217894,0.17893217893217894,0.0,0.0,0.17893217893217894,0.0,0.1544011544011544,0.0,0.0,14
-8924864729765930229,0,26,M23-26,ZUK,Z1,3,0,0.11764705882352941,0.29411764705882354,0.29411764705882354,0.29411764705882354,187,0.0,0.0,0.45454545454545453,0.2727272727272727,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,4
-8924245943904643478,1,44,F43+,华为,荣耀6,1,0,0.2631578947368421,0.15789473684210525,0.42105263157894735,0.15789473684210525,57,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
-8915597671802094615,0,35,M32-38,华为,荣耀6 Plus,1,1,1.0,0.0,0.0,0.0,9,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,14
-8914294911501102343,0,44,M39+,小米,MI 2,1,0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,21,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,21
-8909211451829719355,0,39,M39+,三星,Galaxy A5,1,0,0.2962962962962963,0.07407407407407407,0.48148148148148145,0.14814814814814814,108,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
-8907202230497206945,1,29,F29-32,金立,F103,1,0,0.25,0.2,0.25,0.3,60,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,44
-8903567360335207676,1,28,F27-28,OPPO,U705T,1,0,0.5,0.0,0.5,0.0,6,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2
-8900783196429911308,0,34,M32-38,魅族,魅蓝Note 2,2,0,0.08333333333333333,0.5,0.3333333333333333,0.08333333333333333,123,0.0,0.0,0.7886178861788617,0.10569105691056911,0.0,0.0,0.008130081300813009,0.0,0.0,0.0975609756097561,0.0,46
-8898506084854342426,0,42,M39+,三星,Galaxy Note 3,2,1,0.48148148148148145,0.07407407407407407,0.14814814814814814,0.2962962962962963,83,0.0,0.3253012048192771,0.3253012048192771,0.3373493975903614,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,7
-8896502089768323259,0,21,M22-,酷派,8732,1,1,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42
-8892004110917383868,0,22,M22-,索尼,Xperia Z2,1,1,0.24347826086956523,0.21739130434782608,0.3739130434782609,0.16521739130434782,345,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
-8890517966547538715,0,26,M23-26,魅族,魅蓝NOTE,1,1,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,27,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,46
-8888725245706046151,1,35,F33-42,华为,荣耀畅玩5X,2,0,0.25,0.0,0.5,0.25,72,0.0,0.0,0.8888888888888888,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,14
